iter	Passed	Remaining
1044	12221	5321
1045	12229	5308
1046	12238	5295
1047	12246	5281
1048	12254	5268
1049	12262	5255
1050	12269	5241
1051	12277	5228
1052	12286	5215
1053	12295	5202
1054	12303	5189
1055	12312	5176
1056	12320	5163
1057	12327	5150
1058	12335	5137
1059	12344	5124
1060	12352	5111
1061	12360	5097
1062	12368	5084
1063	12376	5071
1064	12384	5058
1065	12392	5045
1066	12400	5032
1067	12408	5019
1068	12416	5006
1069	12425	4993
1070	12433	4980
1071	12441	4967
1072	12449	4954
1073	12458	4941
1074	12465	4928
1075	12473	4915
1076	12481	4902
1077	12489	4889
1078	12496	4875
1079	12503	4862
1080	12512	4850
1081	12520	4837
1082	12529	4824
1083	12536	4811
1084	12545	4798
1085	12553	4785
1086	12561	4772
1087	12569	4759
1088	12577	4746
1089	12584	4733
1090	12593	4721
1091	12601	4708
1092	12609	4695
1093	12619	4683
1094	12627	4670
1095	12637	4658
1096	12645	4645
1097	12660	4635
1098	12672	4623
1099	12680	4610
1100	12687	4598
1101	12696	4585
1102	12705	4573
1103	12714	4560
1104	12723	4548
1105	12731	4535
1106	12738	4522
1107	12746	4509
1108	12753	4496
1109	12760	4483
1110	12768	4470
1111	12777	4458
1112	12785	4445
1113	12793	4433
1114	12802	4420
1115	12810	4407
1116	12817	4395
1117	12825	4382
1118	12832	4369
1119	12839	4356
1120	12847	4343
1121	12856	4331
1122	12864	4318
1123	12873	4306
1124	12881	4293
1125	12890	4281
1126	12900	4269
1127	12909	4257
1128	12917	4244
1129	12926	4232
1130	12934	4220
1131	12943	4207
1132	12954	4196
1133	12963	4183
1134	12973	4171
1135	12981	4159
1136	12990	4147
1137	12997	4134
1138	13004	4121
1139	13013	4109
1140	13022	4097
1141	13030	4084
1142	13039	4072
1143	13047	4060
1144	13056	4047
1145	13065	4035
1146	13073	4023
1147	13081	4011
1148	13090	3998
1149	13098	3986
1150	13107	3974
1151	13114	3961
1152	13122	3949
1153	13133	3937
1154	13150	3928
1155	13158	3915
1156	13166	3903
1157	13174	3890
1158	13181	3878
1159	13190	3866
1160	13199	3854
1161	13207	3841
1162	13216	3829
1163	13226	3817
1164	13234	3805
1165	13242	3793
1166	13250	3780
1167	13257	3768
1168	13265	3756
1169	13273	3743
1170	13280	3731
1171	13288	3719
1172	13296	3706
1173	13304	3694
1174	13314	3682
1175	13322	3670
1176	13330	3658
1177	13338	3646
1178	13347	3634
1179	13356	3622
1180	13364	3609
1181	13372	3597
1182	13380	3585
1183	13392	3574
1184	13405	3563
1185	13413	3551
1186	13421	3539
1187	13430	3527
1188	13438	3515
1189	13445	3502
1190	13454	3490
1191	13463	3478
1192	13471	3466
1193	13480	3454
1194	13488	3442
1195	13501	3431
1196	13513	3420
1197	13524	3409
1198	13532	3397
1199	13541	3385
1200	13549	3373
1201	13557	3361
1202	13566	3349
1203	13578	3338
1204	13587	3326
1205	13596	3314
1206	13605	3302
1207	13618	3291
1208	13631	3281
1209	13644	3270
1210	13652	3258
1211	13663	3246
1212	13675	3235
1213	13688	3224
1214	13698	3213
1215	13711	3202
1216	13720	3190
1217	13733	3179
1218	13746	3168
1219	13758	3157
1220	13768	3146
1221	13775	3133
1222	13784	3122
1223	13794	3110
1224	13805	3099
1225	13813	3087
1226	13820	3075
1227	13829	3063
1228	13839	3051
1229	13853	3040
1230	13863	3029
1231	13872	3017
1232	13881	3005
1233	13891	2994
1234	13900	2982
1235	13910	2971
1236	13920	2959
1237	13929	2947
1238	13938	2936
1239	13950	2925
1240	13961	2913
1241	13970	2902
1242	13979	2890
1243	13989	2878
1244	13998	2867
1245	14007	2855
1246	14016	2843
1247	14026	2832
1248	14034	2820
1249	14044	2808
1250	14052	2796
1251	14063	2785
1252	14071	2773
1253	14081	2762
1254	14090	2750
1255	14099	2739
1256	14108	2727
1257	14118	2716
1258	14128	2704
1259	14138	2693
1260	14147	2681
1261	14156	2669
1262	14166	2658
1263	14176	2646
1264	14187	2635
1265	14196	2623
1266	14206	2612
1267	14216	2601
1268	14226	2589
1269	14235	2578
1270	14245	2566
1271	14255	2555
1272	14264	2543
1273	14274	2532
1274	14282	2520
1275	14292	2509
1276	14300	2497
1277	14311	2485
1278	14319	2474
1279	14329	2462
1280	14338	2451
1281	14347	2439
1282	14356	2428
1283	14366	2416
1284	14379	2405
1285	14389	2394
1286	14398	2383
1287	14407	2371
1288	14427	2361
1289	14441	2350
1290	14454	2340
1291	14463	2328
1292	14471	2316
1293	14479	2305
1294	14488	2293
1295	14496	2281
1296	14506	2270
1297	14515	2258
1298	14523	2247
1299	14531	2235
1300	14539	2223
1301	14548	2212
1302	14556	2200
1303	14564	2189
1304	14572	2177
1305	14580	2165
1306	14589	2154
1307	14597	2142
1308	14605	2131
1309	14612	2119
1310	14620	2107
1311	14628	2096
1312	14636	2084
1313	14645	2073
1314	14654	2061
1315	14663	2050
1316	14671	2038
1317	14679	2027
1318	14687	2015
1319	14696	2004
1320	14703	1992
1321	14711	1980
1322	14719	1969
1323	14727	1957
1324	14735	1946
1325	14743	1934
1326	14752	1923
1327	14761	1911
1328	14770	1900
1329	14778	1888
1330	14787	1877
1331	14795	1866
1332	14804	1854
1333	14812	1843
1334	14819	1831
1335	14827	1820
1336	14837	1808
1337	14847	1797
1338	14856	1786
1339	14864	1774
1340	14872	1763
1341	14881	1752
1342	14889	1740
1343	14898	1729
1344	14907	1717
1345	14916	1706
1346	14925	1695
1347	14933	1683
1348	14942	1672
1349	14951	1661
1350	14959	1649
1351	14967	1638
1352	14975	1627
1353	14983	1615
1354	14991	1604
1355	14999	1592
1356	15007	1581
1357	15016	1570
1358	15024	1558
1359	15032	1547
1360	15041	1536
1361	15049	1524
1362	15058	1513
1363	15066	1502
1364	15075	1490
1365	15083	1479
1366	15092	1468
1367	15100	1457
1368	15108	1445
1369	15117	1434
1370	15124	1423
1371	15133	1411
1372	15141	1400
1373	15149	1389
1374	15158	1378
1375	15168	1366
1376	15183	1356
1377	15192	1345
1378	15200	1333
1379	15210	1322
1380	15219	1311
1381	15227	1300
1382	15235	1288
1383	15244	1277
1384	15252	1266
1385	15260	1255
1386	15268	1243
1387	15277	1232
1388	15285	1221
1389	15294	1210
1390	15302	1199
1391	15311	1187
1392	15319	1176
1393	15328	1165
1394	15336	1154
1395	15344	1143
1396	15352	1131
1397	15361	1120
1398	15369	1109
1399	15377	1098
1400	15386	1087
1401	15394	1076
1402	15403	1064
1403	15411	1053
1404	15419	1042
1405	15427	1031
1406	15435	1020
1407	15444	1009
1408	15453	998
1409	15461	986
1410	15470	975
1411	15478	964
1412	15486	953
1413	15495	942
1414	15503	931
1415	15512	920
1416	15520	909
1417	15528	897
1418	15536	886
1419	15544	875
1420	15552	864
1421	15561	853
1422	15569	842
1423	15579	831
1424	15588	820
1425	15596	809
1426	15605	798
1427	15614	787
1428	15621	776
1429	15630	765
1430	15638	754
1431	15646	742
1432	15654	731
1433	15662	720
1434	15669	709
1435	15677	698
1436	15686	687
1437	15695	676
1438	15704	665
1439	15712	654
1440	15720	643
1441	15727	632
1442	15735	621
1443	15743	610
1444	15752	599
1445	15760	588
1446	15768	577
1447	15777	566
1448	15785	555
1449	15793	544
1450	15802	533
1451	15810	522
1452	15819	511
1453	15827	500
1454	15835	489
1455	15843	478
1456	15851	467
1457	15862	456
1458	15870	445
1459	15879	435
1460	15888	424
1461	15899	413
1462	15907	402
1463	15916	391
1464	15924	380
1465	15932	369
1466	15940	358
1467	15949	347
1468	15957	336
1469	15965	325
1470	15973	314
1471	15982	304
1472	15990	293
1473	15999	282
1474	16009	271
1475	16018	260
1476	16027	249
1477	16035	238
1478	16043	227
1479	16052	216
1480	16061	206
1481	16069	195
1482	16079	184
1483	16089	173
1484	16098	162
1485	16107	151
1486	16117	140
1487	16125	130
1488	16134	119
1489	16142	108
1490	16151	97
1491	16160	86
1492	16169	75
1493	16177	64
1494	16186	54
1495	16195	43
1496	16204	32
1497	16212	21
1498	16220	10
1499	16229	0
