iter	Logloss
0	0.5681056402
1	0.4685454457
2	0.3853150827
3	0.3149689577
4	0.2635410161
5	0.2215498449
6	0.186057451
7	0.1607643179
8	0.1364234255
9	0.1180595196
10	0.1039815555
11	0.09080895783
12	0.08007387494
13	0.07311613984
14	0.06474853349
15	0.05882117501
16	0.0538082255
17	0.05008632546
18	0.04661113123
19	0.04395762203
20	0.04146829219
21	0.03990043295
22	0.0382340948
23	0.03685221458
24	0.03576160202
25	0.03416823689
26	0.03303003061
27	0.0314428646
28	0.03056319363
29	0.02933790808
30	0.02834929616
31	0.02763749927
32	0.02674419825
33	0.02634057691
34	0.02595300908
35	0.02533000729
36	0.02472421801
37	0.02412999864
38	0.02363192505
39	0.0233783082
40	0.02314266197
41	0.02243681897
42	0.02195749229
43	0.02170178453
44	0.02135976535
45	0.02119603377
46	0.02075589047
47	0.02046542822
48	0.01981890795
49	0.01953897536
50	0.01937564509
51	0.01912753381
52	0.01893390751
53	0.01881303074
54	0.01843331722
55	0.01806095225
56	0.01783321964
57	0.0175571936
58	0.01742757677
59	0.01717824962
60	0.01699187889
61	0.01680232678
62	0.0165402155
63	0.01619368666
64	0.01602515804
65	0.01581947074
66	0.01556623164
67	0.01540446712
68	0.01512469749
69	0.01495418487
70	0.01465269188
71	0.01446353357
72	0.01429794967
73	0.01397810075
74	0.01373156288
75	0.01358197316
76	0.01337707159
77	0.01326095411
78	0.01307593617
79	0.01292637406
80	0.01280000174
81	0.01267134392
82	0.01248077213
83	0.01228899592
84	0.01214951263
85	0.01190074956
86	0.01175712194
87	0.01168409862
88	0.01152864589
89	0.01144497784
90	0.01130925146
91	0.01116022052
92	0.01103899826
93	0.01089323931
94	0.01075658553
95	0.01063692175
96	0.01045203807
97	0.01034833071
98	0.01018331299
99	0.01002259706
100	0.009883145215
101	0.009807047455
102	0.009666530287
103	0.009583265378
104	0.009509297589
105	0.00939439106
106	0.009213971774
107	0.009121913387
108	0.009056413043
109	0.008952644365
110	0.008865674559
111	0.008683127119
112	0.008538226667
113	0.008430280219
114	0.008258727238
115	0.008170639274
116	0.008000768489
117	0.007946472714
118	0.007872317169
119	0.007786848979
120	0.007681390108
121	0.007596813824
122	0.007437875334
123	0.007336926026
124	0.007212707798
125	0.007115209046
126	0.00703627443
127	0.006945902563
128	0.006821389664
129	0.006729901355
130	0.006663376373
131	0.006527590193
132	0.006454180892
133	0.006414352526
134	0.006310647672
135	0.00618664729
136	0.006130601389
137	0.006032933078
138	0.005941132748
139	0.005821676032
140	0.005761474989
141	0.005719958782
142	0.005607296075
143	0.005525592804
144	0.005473454
145	0.00542008951
146	0.005365996975
147	0.005326162748
148	0.005246441032
149	0.0051913865
150	0.005139954414
151	0.005106557114
152	0.005074007025
153	0.005036247781
154	0.004974011929
155	0.00492944674
156	0.004862225486
157	0.004825947889
158	0.004763221047
159	0.004691265273
160	0.00463189065
161	0.004598469045
162	0.004542554531
163	0.004480968568
164	0.004449266396
165	0.004385061575
166	0.004356889177
167	0.004281367468
168	0.004232025648
169	0.004209240799
170	0.004183607523
171	0.004132361583
172	0.00408739954
173	0.004025833535
174	0.003976803431
175	0.00395133167
176	0.00392283106
177	0.003900771311
178	0.003865983789
179	0.00384343852
180	0.003779241951
181	0.003701567139
182	0.0036691791
183	0.003639134373
184	0.003611550779
185	0.00358646205
186	0.003550933563
187	0.003520591463
188	0.003493753418
189	0.003440579039
190	0.003420202203
191	0.003390469982
192	0.003347784189
193	0.003322182916
194	0.003305351298
195	0.003265177963
196	0.003253791762
197	0.003193154836
198	0.003173083383
199	0.003143492905
200	0.003122862067
201	0.003081442663
202	0.0030582152
203	0.003042739042
204	0.003015715999
205	0.003002077509
206	0.002976552998
207	0.002952944295
208	0.002937721328
209	0.00291709138
210	0.002899870425
211	0.002888207715
212	0.002861828323
213	0.002849124116
214	0.002833150557
215	0.002793045622
216	0.002775572774
217	0.002767967591
218	0.0027248934
219	0.002697081666
220	0.002665514234
221	0.002650355786
222	0.002637936963
223	0.002615648629
224	0.002602135522
225	0.002591289244
226	0.002557483944
227	0.002537462018
228	0.002515906809
229	0.002504721593
230	0.00247634014
231	0.002466206172
232	0.002449862695
233	0.002423191617
234	0.002400080332
235	0.00236845913
236	0.002351950501
237	0.002325575321
238	0.002296859347
239	0.002275669397
240	0.002248664934
241	0.002238045351
242	0.002224393884
243	0.002212483774
244	0.002198092241
245	0.002187536926
246	0.002152476164
247	0.002126774712
248	0.002117491529
249	0.002101206092
250	0.002084481097
251	0.002067132845
252	0.002038777932
253	0.00202778771
254	0.002009932547
255	0.002006601672
256	0.001987844688
257	0.001979270096
258	0.001967373862
259	0.001959350326
260	0.001946243694
261	0.001937334175
262	0.001920522952
263	0.001911018771
264	0.001893045027
265	0.001881625889
266	0.001874176133
267	0.001859735167
268	0.001851364384
269	0.001840673304
270	0.001826385115
271	0.0018121861
272	0.001791055525
273	0.001782730608
274	0.001774373976
275	0.001761359347
276	0.00175113022
277	0.001734777025
278	0.001726491918
279	0.001715023698
280	0.001709777653
281	0.001698019406
282	0.001690409919
283	0.001683712144
284	0.001673091792
285	0.001662064607
286	0.001657033813
287	0.001646379541
288	0.001639060108
289	0.001635581376
290	0.001630301028
291	0.001623073743
292	0.001608865426
293	0.001598710487
294	0.00159033569
295	0.001584513486
296	0.00156562626
297	0.001557667866
298	0.001542003528
299	0.001534714469
300	0.001527340168
301	0.001513137387
302	0.001502213512
303	0.001498432523
304	0.00149278483
305	0.001486074777
306	0.001469857652
307	0.001463998152
308	0.001445435224
309	0.00143938309
310	0.001428121223
311	0.001422280512
312	0.001419943646
313	0.0014190999
314	0.001404991396
315	0.001400112141
316	0.001394935797
317	0.00138123402
318	0.001364734929
319	0.001356584444
320	0.001346375718
321	0.001334157278
322	0.001323399531
323	0.001320288395
324	0.001315539528
325	0.001308067681
326	0.001305555388
327	0.001302158734
328	0.001297766983
329	0.001291296225
330	0.001283513478
331	0.001278010708
332	0.001261742815
333	0.001254229683
334	0.00124360865
335	0.001237348859
336	0.001227534986
337	0.00121926975
338	0.001213662959
339	0.001207968322
340	0.001198635625
341	0.001195512174
342	0.00119176221
343	0.00118229762
344	0.001173098928
345	0.001166895874
346	0.001159454646
347	0.001151508788
348	0.001143749911
349	0.001134327389
350	0.001125934405
351	0.001121942298
352	0.001119416074
353	0.001114043157
354	0.001107656861
355	0.001097753577
356	0.001092345315
357	0.001087281058
358	0.001079734556
359	0.001076509494
360	0.001070016021
361	0.001063119381
362	0.00105340638
363	0.001049254319
364	0.001043835526
365	0.00103853681
366	0.001034546158
367	0.001030199222
368	0.0010222764
369	0.001017551495
370	0.001012739617
371	0.0009970484461
372	0.000993485029
373	0.0009891359884
374	0.0009877643876
375	0.0009845983659
376	0.0009810071295
377	0.0009779429864
378	0.0009669683499
379	0.0009630417271
380	0.0009616166386
381	0.0009595086475
382	0.0009561202637
383	0.0009480816664
384	0.0009446374975
385	0.0009402793162
386	0.0009363380922
387	0.0009316852681
388	0.0009275634716
389	0.0009263189859
390	0.0009199475444
391	0.0009181360243
392	0.0009128974691
393	0.0009081568518
394	0.0009043853263
395	0.0008897492971
396	0.0008882414001
397	0.0008842335213
398	0.00088137463
399	0.0008808572006
400	0.0008767685186
401	0.0008709932656
402	0.000868339268
403	0.0008608744125
404	0.0008552097429
405	0.0008491154939
406	0.0008456995718
407	0.0008423734102
408	0.0008390554546
409	0.0008357643096
410	0.0008325271783
411	0.0008263291802
412	0.0008229755347
413	0.0008200657115
414	0.0008156229409
415	0.00081161544
416	0.000807058095
417	0.0008015378158
418	0.0008007320837
419	0.0007989687926
420	0.0007944405029
421	0.000789353047
422	0.0007824201099
423	0.0007807473664
424	0.0007782492978
425	0.0007759633442
426	0.0007708342057
427	0.0007686836912
428	0.0007646121102
429	0.0007618353338
430	0.0007609829618
431	0.0007532222354
432	0.0007509106997
433	0.0007490169354
434	0.0007465714616
435	0.0007449726578
436	0.0007419814432
437	0.0007348161773
438	0.0007313091035
439	0.0007284231384
440	0.0007238137869
441	0.0007220829668
442	0.0007189018208
443	0.0007162229891
444	0.0007119508534
445	0.0007073701348
446	0.0007055535284
447	0.0007035636197
448	0.0007006099632
449	0.0006952820602
450	0.0006911047175
451	0.0006856964012
452	0.0006832697182
453	0.0006817841534
454	0.0006795712794
455	0.0006778876866
456	0.0006736330954
457	0.0006714330835
458	0.0006688120102
459	0.000664328205
